Time, Xo [counts], Vo [counts/s]
8574410
8574408
8574465
8574474
8574876
8574445
8573298
8571697
8568125
8551884
8572965
8655741
9308812
9376712
9382719
9280841
9266886
9266011
9286401
9264265
9249571
9273622
9272186
9273335
9295361
9332096
9333006
9351701
9355148
9345102
9349099
9398116
9421616
9415666
9411018
9411153
9410739
9410558
9409913
9409631
9409540
9409155
9408513
9408685
9407602
9407856
9407522
9407105
9406687
9406430
9406647
9406361
9407023
9406210
9405930
9406229
9405262
9404637
9405092
9404588
9404216
9404210
9404201
9404359
9404077
9403919
9403780
9403956
9404425
9404278
9403605
9403886
9403103
9408609
9412594
9385667
9070649
8578198
8575131
8574940
8576293
8576787
8576113
8575793
8576258
8576657
8576856
8576995
8576745
8576702
