Time, Xo [counts], Vo [counts/s]
8585008
8584554
8584309
8584356
8582301
8580061
8582689
8583535
8583890
8583590
8583313
8583253
8583645
8583848
8583361
8583317
8583458
8583519
8583493
8583504
8583467
8583488
8583509
8583496
8583486
8583456
8583497
8583480
8583467
8583457
8583527
8583413
8581313
8577479
8576881
8573374
8412534
8054714
8039726
8039680
8039690
8039789
8121904
8412990
8553028
8553464
8552082
8554952
8555455
8557075
8560263
8562738
8562688
8562708
8562757
8562824
8562918
8562908
8562946
8562971
8563019
8563074
8563090
8563116
8563073
8563133
8563122
8563192
8563194
8563233
8563277
8563303
8563300
8563341
8563365
8563355
8563368
8563431
8563443
8563431
8563464
8563459
8563475
8563504
8563546
8563507
8563570
8563563
8563580
8563586
8563623
8563660
8563603
8563659
8563647
8563654
8563667
8563705
8563672
8563725
8563709
8563717
8563698
8563738
8563784
8563762
8563759
8563762
8563749
8563787
8563815
8563806
8563788
8563833
8563856
8563859
8563868
8563874
8563871
8563905
8563912
8563885
8563884
8563919
8563916
8563934
8563969
8563954
8563962
8563967
8563939
8563956
8563978
8563962
8563932
8563930
8563975
8563971
8563952
8563968
8563950
8563991
8563956
8563966
8563982
8563965
8563999
8564001
8563963
8563982
8563997
8564005
8564013
8564022
8564003
8564019
8564042
8564013
8564020
8564024
8564051
8564027
8564026
8564030
8564066
8564060
8564057
8564081
8564114
8564083
8564117
8564132
8564137
8564119
8564120
8564132
8564107
8564114
8564166
8564151
8564130
8564118
8564127
8564117
8564145
8564150
8564142
8564134
8564116
8564134
8564142
8564161
8564156
8564135
8564203
8564190
8564199
8564193
8564127
8564213
8564224
8564222
8564197
8564242
8564214
8564240
8564258
8564234
8564283
8564236
8564238
8564235
8564258
8564258
8564237
8564259
8564286
8564268
8564247
8564264
8564252
8564293
8564243
8564266
8564306
8564299
8564297
8564311
8564331
8564303
8564347
8564353
8564330
8564357
8564341
8564360
8564348
8564371
8564350
8564337
8564383
8564350
8564365
8564355
8564356
8564358
8564378
8564356
8564363
8564336
8564351
8564342
8564408
8564396
8564382
8564384
8564380
8564439
8564386
8564415
8564367
8564394
8564403
8564437
8564413
8564436
8564433
8564438
8564407
8564406
8564469
8564450
8564409
8564480
8564436
8564212
8564086
8566146
8567113
8564587
8564025
8563997
8564016
8564144
8564121
8564444
8565788
8565931
8566170
8566351
8566238
8566207
8566286
8566264
8566301
8566316
8566460
8566502
8566532
8566131
8566131
8566105
8566123
8566057
8565986
8566050
8566173
8566209
8567911
8569175
8569264
8569366
8569139
8569614
8569741
8569899
8569935
8567463
8566609
8565854
8565731
8565706
8565958
8566532
8566611
8565921
8565811
8565626
8566259
8566892
8566607
8566755
8566655
8565605
8565484
8565447
8565570
8565832
8565902
8565761
8565644
8565657
8565805
8565840
8565823
8565750
8565741
8565685
8565613
8565622
8565743
8565838
8565677
8565648
8565629
8565557
8565625
8565712
8565639
8565657
8565691
8565734
8565777
8565796
8565784
8565643
8565598
8565818
8565852
8565673
8565580
8565556
8565493
8565570
8565557
8565508
8565577
8565578
8565613
8565651
8565740
8565795
8565781
8565765
8565824
8565771
8565704
8565679
8565708
8565727
8565685
8565711
8565656
8565729
8565756
8565753
8565758
8565776
8565763
8565731
8565730
8565669
8565722
8565781
8565759
8565709
8565682
8565741
8565767
8565759
8565777
8565791
8565727
8565673
8565672
8565612
8565671
8565657
8565646
8565666
8565655
8565643
8565702
8565797
8565834
8565818
8565866
8565841
8565863
8565921
8565835
8565771
8565780
8565864
8565887
8565848
8565811
8565806
8565803
8565849
8565859
8565827
8565746
8565769
8565825
8565775
8565839
8565914
8565884
8565907
8565940
8565818
8565824
8565728
8565747
8565741
8565802
8565752
8565787
8565826
8565888
8565988
8565957
8565872
8565848
8565950
8565927
8565847
8565782
8565803
8565835
8565805
8565761
8565754
8565770
8565776
8565815
8565804
8565853
8565821
8565843
8565835
8565913
8565825
8565827
8565811
8565789
8565816
8565840
8565887
8565924
8565841
8565739
8565815
8565885
8565886
8565888
8565863
8565903
8565896
8565799
8565783
8565760
8565838
8565881
8565857
8565824
8565864
8565811
8565869
8565821
8565780
8565721
8565775
8565765
8565739
8565776
8565836
8565885
8565816
8565870
8565939
8565928
8565912
8565829
8565797
8565789
8565769
8565763
8565811
8565839
8565866
8565874
8565851
8565851
8565916
8565847
8565784
8565809
8565834
8565847
8565865
8565963
8565958
8565984
8565861
8565935
8565946
8565991
8566022
8566077
8566076
8565967
8565947
8565975
8565962
8565932
8565995
8566029
8566077
8566020
8566068
8566059
8566061
8566020
8565938
8565946
8565966
8565987
8565985
8566012
8566061
8566150
8566026
8565979
8565967
8566001
8565951
8565908
8565921
8565899
8565898
8565930
8565901
8565890
8565970
8566006
8565993
8565970
8565969
8566013
8566032
8566075
8566056
8566120
8566084
8566136
8566128
8566070
8566022
8566015
8565956
8565905
8566014
8566405
8566484
8566966
8567701
8566962
8566247
8566285
8566309
8566297
8566400
8566450
8566408
8566448
8566422
8566450
8566428
8566467
8566426
8566438
8566445
8566461
8566515
8566536
8566472
8566508
8566518
8566504
8566537
8566482
8566539
8566499
8566529
8566546
8566533
8566551
8566568
8566552
8566548
8566548
8566553
8566553
8566542
8566535
8566570
8566553
8566535
8566571
8566532
8566558
8566575
8566594
8566611
8566570
8566590
8566569
8566592
8566580
8566588
8566556
8566602
8566576
8566575
8566591
8566580
8566593
8566599
8566602
8566566
8566633
8566660
8566619
8566617
8566602
8566642
8566614
8566654
8566594
8566622
8566614
8566630
8566604
8566610
8566636
8566621
8566618
8566597
8566604
8566619
8566608
8566614
8566632
8566624
8566619
8566600
8566645
8566648
8566630
8566630
8566687
8566651
8566678
8566650
8566674
8566673
8566661
8566642
8566640
8566645
8566693
8566672
8566643
8566640
8566676
8566645
8566664
8566646
8566636
8566647
8566669
8566651
8566696
8566650
8566658
8566664
8566615
8566658
8566672
8566683
8566685
8566654
8566663
8566681
8566715
8566680
8566697
8566687
8566699
8566657
8566695
8566685
8566688
8566667
8566689
8566701
8566671
8566678
8566693
8566708
8566702
8566688
8566698
8566694
8566709
8566706
8566715
8566734
8566719
8566730
8566709
8566714
8566702
8566696
8566714
8566711
8566697
8566721
8566691
8566723
8566735
8566728
8566698
8566700
8566729
8566702
8566732
8566745
8566725
8566733
8566733
8566746
8566773
8566772
8566807
8566746
8566784
8566740
8566758
8566756
8566819
8566775
8566787
8566786
8566784
8566789
8566802
8566759
8566775
8566767
8566781
8566748
8566766
8566752
8566810
8566738
8566747
8566791
8566736
8566742
8566764
8566771
8566784
8566770
8566757
8566779
8566758
8566722
8566809
8566780
8566770
8566768
8566752
8566733
8566719
8566769
8566770
8566759
8566766
8566741
8566746
8566738
8566768
8566758
8566774
8566761
8566750
8566754
8566735
8566767
8566773
8566783
8566789
8566736
8566767
8566799
8566804
8566775
8566762
8566774
8566797
8566822
8566782
8566776
8566800
8566751
8566818
8566755
8566753
8566811
8566730
8566728
8566771
8566765
8566758
8566742
8566744
8566780
8566753
8566743
8566750
8566787
8566794
8566781
8566756
8566773
8566783
8566795
8566781
8566771
8566767
8566782
8566797
8566783
8566786
8566813
8566790
8566771
8566776
8566812
8566825
8566834
8566771
8566766
8566792
8566789
8566791
8566795
8566753
8566801
8566782
8566828
8566815
8566783
8566811
8566825
8566804
8566849
8566830
8566832
8566843
8566804
8566808
8566791
8566792
8566786
8566815
8566826
8566870
8566804
8566790
8566792
8566775
8566813
8566775
8566820
8566820
8566827
8566849
8566826
8566814
8566827
8566798
8566805
8566798
8566824
8566792
8566823
8566822
8566818
8566800
8566827
8566846
8566816
8566816
8566846
8566848
8566808
8566866
8566850
8566809
8566809
8566795
8566765
8566802
8566831
8566810
8566840
8566809
8566828
8566830
8566794
8566812
8566818
8566852
8566820
8566835
8566811
8566819
8566814
8566806
8566804
8566810
8566833
8566816
8566833
8566830
8566795
8566849
8566810
8566852
8566836
8566849
8566840
8566835
8566833
8566831
8566799
8566855
8566851
8566848
8566845
8566822
8566837
8566838
8566834
8566787
8566829
8566814
8566815
8566835
8566808
8566857
8566829
8566803
8566846
8566841
8566808
8566855
8566849
8566844
8566829
8566832
8566815
8566840
8566836
8566873
8566884
8566869
8566824
8566850
8566871
8566854
8566809
8566846
8566847
8566866
8566852
8566868
8566867
8566829
8566874
8566861
8566846
8566816
8566875
8566850
8566875
8566883
8566847
8566862
8566856
8566872
8566855
8566877
8566873
8566866
8566887
8566879
8566886
8566898
8566865
8566865
8566864
8566853
8566874
8566889
8566886
8566868
8566870
8566905
8566865
8566871
8566905
8566852
8566880
8566885
8566872
8566939
8566898
8566866
8566908
8566908
8566885
8566896
8566893
8566876
8566874
8566867
8566887
8566900
8566857
8566874
8566868
8566878
8566869
8566869
8566876
8566921
8566915
8566870
8566854
8566883
8566868
8566917
8566851
8566915
8566909
8566915
8566900
8566891
8566912
8566930
8566937
8566897
8566905
8566866
8566898
8566889
8566887
8566903
8566894
8566905
8566901
8566896
8566886
8566884
8566887
8566877
8566916
8566910
8566896
8566926
8566909
8566889
8566887
8566903
8566886
8566887
8566916
8566860
8566863
8566894
8566891
8566879
8566870
8566867
8566893
8566913
8566880
8566918
8566900
8566883
8566898
8566871
8566885
8566869
8566887
8566920
8566905
8566928
8566895
8566927
8566921
8566935
8566867
8566948
8566941
8566901
8566922
8566863
8566923
8566899
8566918
8566924
8566872
8566877
8566874
8566882
8566903
8566873
8566916
8566890
8566912
8566899
8566911
8566898
8566907
8566904
8566852
8566907
8566863
8566892
8566905
8566890
8566900
8566889
8566913
8566914
8566950
8566911
8566913
8566893
8566892
8566941
8566936
8566901
8566913
8566897
8566881
8566899
8566898
8566909
8566868
8566899
8566932
8566935
8566937
8566914
8566917
8566931
8566889
8566861
8566906
8566891
8566863
8566870
8566849
8566857
8566926
8566879
8566960
8566870
8566910
8566921
8566886
8566906
8566885
8566908
8566933
8566932
8566908
8566879
8566903
8566900
8566874
8566869
8566897
8566891
8566890
8566905
8566893
8566949
8566945
8566940
8566937
8566877
8566898
8566919
8566874
8566922
8566910
8566956
8566923
8566910
8566896
8566855
8566931
8566918
8566922
8566925
8566888
8566907
8566909
8566902
8566888
8566898
8566899
8566895
8566880
8566899
8566917
8566903
8566911
8566933
8566932
8566938
8566920
8566892
8566948
8566925
8566915
8566902
8566918
8566885
8566923
8566898
8566908
8566928
8566921
8566907
8566921
8566913
8566938
8566898
8566912
8566905
8566955
8566898
8566906
8566909
8566909
8566924
8566934
8566903
8566949
8566963
8566927
8566908
8566937
8566904
8566920
8566933
8566932
8566937
8566958
8566920
8566930
8566924
8566927
8566921
8566924
8566919
8566939
8566946
8566950
8566926
8566926
8566972
8566939
8566962
8566936
8566940
8566970
8566940
8566941
8566967
8566964
8566955
8566955
8566959
8566942
8566955
8566978
8566945
8566930
8566913
8566973
8566927
8566952
8566952
8566925
8566937
8566954
8566984
8566920
8566921
8566949
8566973
8566986
8566939
8566963
8566958
8566925
8566971
8566949
8566905
8566920
8566930
8566942
8566944
8566910
8566947
8566947
8566924
8566943
8566944
8566929
8566890
8566931
8566957
8566944
8566971
8566970
8566956
8566937
8566968
8567003
8566938
8566934
8566966
8566931
8566977
8566968
8566983
8566964
8566967
8566952
8566986
8566975
8566961
8566996
8566949
8566953
8566955
8566939
8566948
8566971
8567001
8566969
8566937
8566924
8566984
8566996
8566980
8566985
8566991
8566963
8566983
8566989
8566965
8566971
8566947
8566971
8566952
8566923
8566972
8566978
8566986
8566947
8566976
8566968
8566977
8566993
8566946
8566997
8566953
8566959
8566956
8566995
8567007
8566974
8566963
8566960
8567016
8566986
8566990
8566955
8566985
8566938
8566947
8566969
8566946
8566979
8566980
8566974
8567012
8566981
8566982
8566964
8566960
8566996
8566989
8566980
8567010
8566962
8566988
8566939
8566937
8566968
8566970
8566936
8566980
8566971
8566947
8566992
8567014
8566981
8566980
8566969
8567019
8566984
8566935
8566988
8566983
8567016
8566990
8566952
8566989
8566960
8566944
8567010
8566962
8566951
8566955
8566987
8566979
8566972
8566978
8566941
8566983
8566984
8566939
8566967
8566972
8566962
8567012
8566981
8566957
8567027
8567015
8566963
8566963
8566975
8566979
8567006
8567003
8566985
8566937
8566990
8566959
8566988
8566981
8566982
8566944
8566963
8567025
8566996
8567000
8566968
8566955
8566989
8566989
8566983
8566948
8566994
